Date,Open,High,Low,Close,Adj Close,Volume,DailyReturn,MA_10,MA_20,MA_50,EMA_100,EMA_200,Volatility_bbh,Volatility_bbl,MACD,RSI,ATR,OBV
2019-03-14,25692.310546875,25752.83984375,25621.310546875,25709.939453125,25709.939453125,302790000,0.000274242622273,25686.7904296875,25798.491796875,25013.7322265625,24531.71767378157,24044.85624450948,26214.408269881245,25382.57532386876,150.47056695370702,56.3524286595739,253.1444773056052,2314130000
2019-03-15,25720.9609375,25927.91015625,25649.69921875,25848.869140625,25848.869140625,616910000,0.0054037345266138,25669.0453125,25818.96572265625,25063.7848046875,24557.7998810458,24062.806621585256,26199.23890059788,25438.692544714624,152.44226165255532,60.00939880411845,254.934938748062,2931040000
2019-03-18,25801.880859375,25924.76953125,25785.66015625,25914.099609375,25914.099609375,303170000,0.002523532785714,25678.490234375,25820.508203125,25128.3423828125,24584.65730140875,24081.227447334408,26202.12717264477,25438.889233605227,157.4533731071824,61.63472225588437,246.6616841946289,3234210000
2019-03-19,25987.869140625,26109.6796875,25814.919921875,25887.380859375,25887.380859375,342250000,-0.0010310506790802,25686.565234375,25820.31123046875,25177.426796875,24610.45380750709,24099.19912307611,26201.7803438953,25438.8421170422,157.4537068895006,60.54919541670551,250.09726143965548,2891960000
2019-03-20,25867.7890625,25929.51953125,25670.630859375,25745.669921875,25745.669921875,321980000,-0.0054741319050312,25693.7861328125,25809.87275390625,25221.713203125,24632.93333452428,24115.58191709401,26187.292096378904,25432.453411433595,144.3550479509831,55.01484175262438,250.7252193278944,2569980000
2019-03-21,25688.439453125,26009.900390625,25657.779296875,25962.509765625,25962.509765625,335250000,0.0084223810997343,25742.7140625,25815.46669921875,25265.2144140625,24659.261580684688,24133.95930862168,26198.701257062257,25432.23214137524,149.74525941851607,60.90350541651016,257.96778178661623,2905230000
2019-03-22,25844.650390625,25877.009765625,25501.44921875,25502.3203125,25502.3203125,386510000,-0.0177251528176333,25747.9220703125,25788.9921875,25297.6784375,24675.955812997865,24147.57484099858,26182.32195505886,25395.66241994114,115.55159112334512,46.878489428212255,272.47440786435794,2518720000
2019-03-25,25490.720703125,25603.26953125,25372.259765625,25516.830078125,25516.830078125,303120000,0.0005689586456134,25734.5169921875,25760.23623046875,25327.976640625,24692.606788544937,24161.199271218746,26144.29094242294,25376.18151851456,88.60232699751941,47.29064125338534,269.5126477044038,2821840000
2019-03-26,25649.560546875,25796.2890625,25544.779296875,25657.73046875,25657.73046875,305110000,0.0055218610694824,25744.8240234375,25740.22373046875,25361.212265625,24711.718148549,24176.09012890562,26099.89065242452,25380.556808512985,77.71843524512224,51.24640157659587,270.22310032373207,3126950000
2019-03-27,25676.33984375,25758.169921875,25425.26953125,25625.58984375,25625.58984375,270340000,-0.0012526682762976,25737.0939453125,25722.24521484375,25395.527265625,24729.814617760898,24190.51301164039,26065.95376178328,25378.536667904224,65.74156495198986,50.31872064036977,274.7000496309655,2856610000
2019-03-28,25693.3203125,25743.41015625,25576.689453125,25717.4609375,25717.4609375,237170000,0.0035851308910419,25737.84609375,25712.31826171875,25428.5646875,24749.371970627017,24205.706523340486,26043.71245201132,25380.924071426176,62.93753371147977,52.94104716534086,266.9872391662537,3093780000
2019-03-29,25827.310546875,25949.3203125,25771.669921875,25928.6796875,25928.6796875,300620000,0.0082130483453757,25745.8271484375,25707.43623046875,25462.995078125,24772.724598683904,24222.850534924164,26021.79215129306,25393.08030964444,76.8727652613743,58.38021094705682,264.4781060115213,3394400000
