Date,Open,High,Low,Close,Adj Close,Volume,DailyReturn,MA_10,MA_20,MA_50,EMA_100,EMA_200,Volatility_bbh,Volatility_bbl,MACD,RSI,ATR,OBV
2019-03-14,2810.3798828125,2815.0,2803.4599609375,2808.47998046875,2808.47998046875,3505670000,-0.0008680223820187,2784.381982421875,2783.2019775390627,2698.82859375,2643.936129569593,2588.9937342299304,2821.467669449028,2744.9362856290973,25.11664548416548,64.86132737843249,25.24345349156413,46216520000
2019-03-15,2810.7900390625,2830.72998046875,2810.7900390625,2822.47998046875,2822.47998046875,5969780000,0.0049849029002739,2786.260986328125,2787.0394775390623,2705.0775927734376,2647.4716513695766,2591.3169804611625,2824.8738337363825,2749.205121341742,26.266629722554622,67.51170015035632,25.02963538502384,52186300000
2019-03-18,2822.610107421875,2835.409912109375,2821.989990234375,2832.93994140625,2832.93994140625,3620770000,0.0037059469012648,2790.273974609375,2789.9064697265626,2712.77859375,2651.1442907762435,2593.7211890277804,2832.4837881365183,2747.329151316607,27.702692551377368,69.37056294359894,24.200370134307843,55807070000
2019-03-19,2840.760009765625,2852.419921875,2823.27001953125,2832.570068359375,2832.570068359375,3650740000,-0.0001305615560248,2794.5659912109377,2792.54697265625,2718.7911962890626,2654.736880431355,2596.0977947922743,2838.8610493802807,2746.2328959322194,28.48260725909313,69.21974339366379,24.553908149268,52156330000
2019-03-20,2831.340087890625,2843.5400390625,2812.429931640625,2824.22998046875,2824.22998046875,3779160000,-0.0029443536044478,2799.843994140625,2794.523474121094,2724.2819970703126,2658.0931794419967,2598.367766789055,2842.761537635856,2746.2854106063323,28.10375727233486,65.7486075733169,25.02220809731136,48377170000
2019-03-21,2819.719970703125,2860.31005859375,2817.3798828125,2854.8798828125,2854.8798828125,3612620000,0.0108524810499543,2810.4389892578124,2798.523474121094,2729.891396484375,2661.989945845373,2600.9201261524727,2852.793464967994,2744.253483274193,29.93167319876602,71.42062438876607,26.301348646164115,51989790000
2019-03-22,2844.52001953125,2846.159912109375,2800.469970703125,2800.7099609375,2800.7099609375,4253730000,-0.0189745012394827,2816.202978515625,2798.9254760742188,2734.206396484375,2664.736876837296,2602.9080847075475,2853.1319742189144,2744.718977929523,26.701452043419977,54.30439628826539,28.30910317925061,47736060000
2019-03-25,2796.010009765625,2809.7900390625,2785.02001953125,2798.360107421875,2798.360107421875,3406110000,-0.0008390206584756,2817.708984375,2799.037976074219,2738.24080078125,2667.382881403328,2604.8528809534614,2853.2292092190373,2744.8467429294005,23.6789092390568,53.70315131541814,28.056311490107703,44329950000
2019-03-26,2812.659912109375,2829.8701171875,2803.989990234375,2818.4599609375,2818.4599609375,3288570000,0.0071827258623062,2820.402978515625,2800.265979003906,2742.6847998046874,2670.374506740638,2606.9783245353924,2855.0765238629783,2745.455434144834,22.64438214584152,57.98792050381262,28.303004224073227,47618520000
2019-03-27,2819.719970703125,2825.56005859375,2787.719970703125,2805.3701171875,2805.3701171875,3422400000,-0.0046443248906916,2819.847998046875,2800.915490722656,2747.14,2673.047687145526,2608.952372223473,2855.640361592752,2746.1906198525608,20.531595524139,54.45342482565492,28.984224485969783,44196120000
2019-03-28,2809.39990234375,2819.7099609375,2798.77001953125,2815.43994140625,2815.43994140625,3185460000,0.003589481529391,2820.543994140625,2802.46298828125,2751.2427978515625,2675.8673357447483,2611.006974901909,2856.982173148498,2747.943803414002,19.44559089468112,56.64281472764005,28.40963283741837,47381580000
2019-03-29,2828.27001953125,2836.030029296875,2819.22998046875,2834.39990234375,2834.39990234375,3752520000,0.0067342800173637,2821.735986328125,2803.998486328125,2755.6087939453123,2679.006594489282,2613.229790100336,2860.3618342435625,2747.635138412688,19.885605907702484,60.49348504233399,27.851093912647418,51134100000
2019-04-01,2848.6298828125,2869.39990234375,2848.6298828125,2867.18994140625,2867.18994140625,3560090000,0.0115686001242754,2825.160986328125,2807.71748046875,2760.233393554688,2682.7329973985297,2615.7567567799965,2870.430341443845,2745.004619493655,22.61946003505318,66.10078819451806,28.36173006174403,54694190000
2019-04-02,2868.239990234375,2872.89990234375,2858.75,2867.239990234375,2867.239990234375,3267210000,1.745570720723677e-05,2828.627978515625,2811.596984863281,2764.163994140625,2686.386601217061,2618.259077510886,2879.026120574377,2744.1678491521857,24.507589414165523,66.10869516774224,27.34659951045874,57961400000
2019-04-03,2876.090087890625,2885.25,2865.169921875,2873.39990234375,2873.39990234375,3570000000,0.0021483768817243,2833.544970703125,2816.694482421875,2768.973994140625,2690.089834902738,2620.79779218584,2886.709362488032,2746.679602355718,26.198993290694943,67.12506293525048,26.82756226864026,61531400000
2019-04-04,2873.989990234375,2881.280029296875,2867.139892578125,2879.389892578125,2879.389892578125,3038740000,0.0020846350796801,2835.9959716796875,2823.21748046875,2773.78779296875,2693.83835089631,2623.3708479111365,2890.920526093173,2755.514434844328,27.70343722073904,68.12606407344394,25.921317586505243,64570140000
2019-04-05,2884.159912109375,2893.239990234375,2882.989990234375,2892.739990234375,2892.739990234375,3155970000,0.004636432770241,2845.198974609375,2830.7009765625,2778.7959912109377,2697.776997219836,2626.051137884502,2894.050140571417,2767.3518125535825,29.63138897644876,70.29684144739174,25.05908759148701,67726110000
2019-04-08,2888.4599609375,2895.949951171875,2880.780029296875,2895.77001953125,2895.77001953125,3056460000,0.0010474599539205,2854.9399658203124,2836.3244750976564,2783.41619140625,2701.6976511269927,2628.7349078511365,2901.885955196036,2770.762994999277,31.04592458108345,70.78320302897052,24.35271861173793,70782570000
2019-04-09,2886.580078125,2886.8798828125,2873.330078125,2878.199951171875,2878.199951171875,3032480000,-0.0060674943938465,2860.91396484375,2840.6584716796874,2788.1031884765625,2705.192746177386,2631.217147088159,2905.201247663661,2776.1156956957134,30.398778367088653,64.21695005262654,24.2160916684888,67750090000
2019-04-10,2881.3701171875,2889.7099609375,2879.1298828125,2888.2099609375,2888.2099609375,3092230000,0.0034778715639784,2869.19794921875,2844.5229736328124,2793.0673876953124,2708.8168494399624,2633.7742895145207,2910.800670849891,2778.2452764157338,30.34384945290185,66.14389843708787,23.30851438971281,70842320000
2019-04-11,2891.919921875,2893.419921875,2881.989990234375,2888.320068359375,2888.320068359375,2970650000,3.8123067008344336e-05,2876.4859619140625,2848.514978027344,2797.212788085937,2712.371368626485,2636.307083333873,2915.268016394524,2781.761939660164,29.96379862270124,66.16548181919794,22.4600441933494,73812970000
2019-04-12,2900.860107421875,2910.5400390625,2898.3701171875,2907.409912109375,2907.409912109375,3726050000,0.0066093242086024,2883.786962890625,2852.761474609375,2801.278984375,2716.233518002384,2639.004623918704,2923.2425077006524,2782.2804415180976,30.847406748638605,69.76439727288047,22.4428960869048,77539020000
2019-04-15,2908.320068359375,2909.60009765625,2896.47998046875,2905.580078125,2905.580078125,3114530000,-0.0006293691084816,2887.6259765625,2856.3934814453123,2805.2599853515626,2719.9829548364955,2641.657116000359,2929.991348043909,2782.795614846716,31.04218525597708,69.00669796020276,21.776983308375883,74424490000
2019-04-16,2912.260009765625,2916.06005859375,2900.7099609375,2907.06005859375,2907.06005859375,3403120000,0.0005093580038946,2891.6079833984377,2860.1179809570312,2808.903784179688,2723.6874519406,2644.297941299796,2936.138999441157,2784.096962472905,30.95909352269792,69.29714753876718,21.317920047509748,77827610000
2019-04-17,2916.0400390625,2918.0,2895.449951171875,2900.449951171875,2900.449951171875,3648100000,-0.0022738117853239,2894.31298828125,2863.9289794921874,2812.158784179688,2727.18769945013,2646.8467175174287,2940.016771568728,2787.841187415648,30.013880962711937,66.30827201165914,21.40592924612512,74179510000
2019-04-18,2904.81005859375,2908.39990234375,2891.89990234375,2905.030029296875,2905.030029296875,3507100000,0.0015790922795098,2896.877001953125,2866.436486816406,2815.6271826171874,2730.7093297441247,2649.4157056943386,2944.547178549494,2788.325795083318,29.29665363978665,67.35880002812348,21.055505728544755,77686610000
2019-04-22,2898.780029296875,2909.510009765625,2896.35009765625,2907.969970703125,2907.969970703125,3010130000,0.0010120175614714,2898.4,2871.799487304688,2819.665581054688,2734.219441446283,2651.988384948157,2945.514299597904,2798.084675011471,28.63538364266833,68.0475149084362,20.491534755746915,80696740000
2019-04-23,2909.989990234375,2936.31005859375,2908.530029296875,2933.679931640625,2933.679931640625,3674480000,0.008841205788409,2902.1909912109377,2878.565478515625,2824.18158203125,2738.169154123398,2654.791285910272,2948.649899040674,2808.481057990576,29.841902510108863,73.34428489073488,21.052145693952493,84371220000
2019-04-24,2934.0,2936.830078125,2926.050048828125,2927.25,2927.25,3468480000,-0.0021917631747336,2907.09599609375,2884.00498046875,2828.5305810546874,2741.913329289271,2657.5023178912643,2951.2780598744466,2816.7319010630536,29.9341731442064,70.20960895938475,20.318423094161243,80902740000
2019-04-25,2928.989990234375,2933.10009765625,2912.840087890625,2926.169921875,2926.169921875,3440010000,-0.0003689736527457,2910.8919921875,2890.044970703125,2832.1593798828126,2745.5619746870084,2660.17562738364,2948.735470571592,2831.354470834658,29.579174694918493,69.67095281439416,20.31425071355151,77462730000
