Date,Open,High,Low,Close,Adj Close,Volume,DailyReturn,MA_10,MA_20,MA_50,EMA_100,EMA_200,Volatility_bbh,Volatility_bbl,MACD,RSI,ATR,OBV
2019-03-14,7644.7900390625,7653.10009765625,7627.02001953125,7630.91015625,7630.91015625,2198900000,-0.0016353956865416,7550.82099609375,7528.072973632812,7265.048994140625,7090.512523476234,6916.355482681586,7663.704391693861,7392.441555571763,87.76822934214033,65.53963156036107,81.99895587861126,32262520000
2019-03-15,7658.41015625,7714.9599609375,7652.0400390625,7688.52978515625,7688.52978515625,3451860000,0.0075508199843052,7560.13896484375,7541.151953125,7285.500791015625,7102.354449450095,6924.038809074369,7685.869329532551,7396.434576717448,92.46064545271838,68.69673399584848,82.14544507924617,35714380000
2019-03-18,7696.3798828125,7737.669921875,7677.740234375,7714.47998046875,7714.47998046875,2302140000,0.0033751830372823,7573.82998046875,7553.255444335938,7310.520390625,7114.4757470940285,6931.9038953569,7713.43106890128,7393.079819770595,97.15345832265577,70.0285122388606,80.55860525215715,38016520000
2019-03-19,7747.39990234375,7767.89013671875,7699.14990234375,7723.9501953125,7723.9501953125,2457920000,0.0012275895287467,7588.589013671875,7565.114453125,7330.222197265625,7126.54454804885,6939.784953067901,7739.090108021143,7391.138798228857,100.4784603784028,70.52140554535728,79.71443590378878,40474440000
2019-03-20,7721.9501953125,7779.240234375,7674.0400390625,7728.97021484375,7728.97021484375,2464230000,0.0006499290394565,7610.89404296875,7577.10947265625,7348.332197265625,7138.473769173502,6947.637542737313,7761.762248114131,7392.456697198369,102.3389226880663,70.79557779521913,81.5348472901253,42938670000
2019-03-21,7705.43017578125,7850.10986328125,7705.43017578125,7838.9599609375,7838.9599609375,2502810000,0.014230840983513,7652.64404296875,7596.07197265625,7367.171396484375,7152.344782871798,6956.5064225204005,7806.109854095089,7386.0340912174115,111.40440512404894,76.05127758205239,86.04519301940206,45441480000
2019-03-22,7800.25,7817.830078125,7642.56982421875,7642.669921875,7642.669921875,2504740000,-0.0250403165777906,7676.097021484375,7601.828466796875,7380.883193359375,7162.054191564931,6963.333920026417,7810.262517323641,7393.394416270108,101.57896055324908,56.50715697432479,93.92697471221264,42936740000
2019-03-25,7618.97998046875,7662.3798828125,7579.2900390625,7637.5400390625,7637.5400390625,2162490000,-0.0006712160625722,7684.04501953125,7605.982470703125,7393.91259765625,7171.469752901516,6970.042438623792,7813.752082390026,7398.212859016224,92.31414625714478,56.101389618658246,93.15289392919746,40774250000
2019-03-26,7700.0,7738.169921875,7649.2099609375,7691.52001953125,7691.52001953125,2080350000,0.0070677181648366,7694.09404296875,7613.093481445312,7408.3133984375,7181.767777983293,6977.221320025857,7822.423954482752,7403.763008407872,88.30947086303422,59.40477021679735,93.68696456371906,42854600000
2019-03-27,7702.0498046875,7712.83984375,7582.08984375,7643.3798828125,7643.3798828125,2244070000,-0.0062588586646731,7694.091015625,7617.536987304687,7423.06259765625,7190.908611742287,6983.849763436669,7825.399159472429,7409.674815136946,80.32529010817052,55.40086604755289,96.33432423773912,40610530000
2019-03-28,7660.06982421875,7689.16015625,7619.81982421875,7669.169921875,7669.169921875,1922150000,0.0033741668552276,7697.9169921875,7624.368994140625,7435.96939453125,7200.379132735014,6990.668869490782,7829.4301925047375,7419.307795776512,75.211814967799,57.07022721926057,94.40618193727562,42532680000
2019-03-29,7726.7099609375,7733.6201171875,7688.509765625,7729.31982421875,7729.31982421875,2311790000,0.0078430785804057,7701.99599609375,7631.06748046875,7449.8619921875,7210.853205833701,6998.0186302343445,7840.835842742927,7421.299118194572,75.1466991334737,60.75938552658797,92.2664686069345,44844470000
2019-04-01,7800.240234375,7831.4501953125,7777.08984375,7828.91015625,7828.91015625,2230050000,0.0128847472088291,7713.439013671875,7643.634497070312,7464.75099609375,7223.091957327093,7006.286207607635,7869.412340659009,7417.856653481615,82.18383772578636,65.9732122237512,92.97103307027848,47074520000
2019-04-02,7824.60986328125,7854.919921875,7811.27978515625,7848.68994140625,7848.68994140625,2123250000,0.0025265055750396,7725.91298828125,7657.251000976563,7478.5801953125,7235.480036219749,7014.668334312099,7898.278599283522,7416.223402669603,88.33857204589276,66.91349979663238,89.44739761659787,49197770000
2019-04-03,7891.18017578125,7938.259765625,7870.89990234375,7895.5498046875,7895.5498046875,2509630000,0.0059704057149765,7742.570947265625,7676.732495117188,7496.083994140625,7248.55072470426,7023.433324067079,7928.982409627924,7424.482580606451,95.89205871746252,69.09254912656682,89.45614237389444,51707400000
2019-04-04,7894.259765625,7917.64990234375,7844.9599609375,7891.77978515625,7891.77978515625,2152640000,-0.0004774866379807,7747.8529296875,7700.248486328125,7513.404189453125,7261.287933822121,7032.0735873614985,7939.661727576796,7460.835245079455,100.41650331272469,68.70053329570193,88.25855659049127,49554760000
2019-04-05,7914.509765625,7940.4501953125,7909.14013671875,7938.68994140625,7938.68994140625,2157050000,0.0059441795801542,7777.454931640625,7726.7759765625,7530.7087890625,7274.701834962401,7041.0946456107,7946.688260621509,7506.863692503491,106.55906919718656,70.91206534845895,85.43083184518832,51711810000
2019-04-08,7924.89013671875,7955.89990234375,7891.85009765625,7953.8798828125,7953.8798828125,2075550000,0.0019134065593144,7809.088916015625,7746.566967773438,7546.489189453125,7288.150905216858,7050.177085781863,7973.674253723903,7519.459681822972,111.36900566674012,71.6115400880217,83.90361561963915,53787360000
2019-04-09,7924.77001953125,7945.5498046875,7897.60986328125,7909.27978515625,7909.27978515625,2078800000,-0.005607338596177,7830.864892578125,7762.479467773437,7562.961181640625,7300.450486997837,7058.725371347778,7988.294324151586,7536.664611395288,110.31046940487433,66.5512029316335,81.92978732761136,51708560000
2019-04-10,7922.72998046875,7965.330078125,7916.89990234375,7964.240234375,7964.240234375,2012290000,0.0069488563701964,7862.950927734375,7778.520971679687,7581.680185546875,7313.594838431049,7067.735469487352,8014.092826180557,7542.949117178817,112.60834185072144,69.41899307915632,80.08125201626412,53720850000
2019-04-11,7975.2001953125,7975.2001953125,7933.41015625,7947.35986328125,7947.35986328125,1969480000,-0.0021195205816232,7890.769921875,7794.34345703125,7596.96578125,7326.14464090333,7076.48795101764,8030.678440582396,7558.008473480104,111.77880100906988,67.50466208146969,77.34616537670954,51751370000
2019-04-12,7984.14990234375,7992.08984375,7952.60986328125,7984.16015625,7984.16015625,1968900000,0.004630505425931,7916.253955078125,7809.124975585937,7611.0141796875,7339.174651108215,7085.519515248808,8054.405286323654,7563.84466484822,112.79067926443896,69.48058028924872,75.01643788328386,53720270000
2019-04-15,7987.16015625,7993.330078125,7933.56982421875,7976.009765625,7976.009765625,1827710000,-0.0010208200318502,7930.963916015625,7822.20146484375,7625.25697265625,7351.785247435279,7094.380114755038,8074.034539502975,7570.368390184524,111.64792389597368,68.48730458894437,73.92671045635286,51892560000
2019-04-16,8000.56982421875,8017.56005859375,7978.81005859375,8000.22998046875,8000.22998046875,2102740000,0.0030366330477846,7946.117919921875,7836.015454101563,7638.310771484375,7364.625737198318,7103.393546254678,8095.354219553993,7576.676688649132,111.41235863589736,69.86593649116945,71.61410920723837,53995300000
2019-04-17,8044.97021484375,8052.39990234375,7973.3798828125,7996.080078125,7996.080078125,2317330000,-0.0005187228809523,7956.170947265625,7849.370947265625,7650.190771484375,7377.129783553302,7112.275999308114,8112.974894276349,7585.7670002549,109.62709610971616,69.30646100232352,72.14310280181063,51677970000
2019-04-18,7998.4501953125,8002.31005859375,7950.97021484375,7998.06005859375,7998.06005859375,2124630000,0.0002476188894313,7966.798974609375,7857.325952148438,7662.646376953125,7389.425432564004,7121.0897710423,8129.083531935536,7585.56837236134,107.13702167662814,69.43223387898995,70.6571557266813,53802600000
2019-04-22,7969.3701171875,8017.14990234375,7965.89990234375,8015.27001953125,8015.27001953125,1790990000,0.0021517669049018,7974.456982421875,7875.95595703125,7677.184775390625,7401.818394682167,7129.987086947663,8136.613199508709,7615.298714553792,105.33804831607176,70.5614075200162,69.27093031763263,55593590000
2019-04-23,8026.75,8128.8701171875,8023.81005859375,8120.81982421875,8120.81982421875,2099410000,0.0131685900076106,7991.1509765625,7900.119946289063,7693.63716796875,7416.056046752198,7139.846119159316,8157.296370166313,7642.943522411812,111.14809009337203,76.33520994402974,72.43729941324816,57693000000
2019-04-24,8122.8798828125,8139.5498046875,8101.7001953125,8102.009765625,8102.009765625,2043310000,-0.0023162758195487,8010.423974609375,7920.64443359375,7709.519365234375,7429.639288710076,7149.419886785841,8173.203593882609,7668.085273304891,112.93295473086256,73.56610117631317,69.96675012480186,55649690000
2019-04-25,8150.85009765625,8151.83984375,8075.41015625,8118.68017578125,8118.68017578125,2073370000,0.0020575648065717,8025.86796875,7944.409448242188,7723.60056640625,7443.283662711485,7159.064267770871,8175.667390583924,7713.151505900451,114.37420100083727,74.4506775155688,70.42838850874459,57723060000
2019-04-26,8100.27978515625,8146.419921875,8060.89013671875,8146.39990234375,8146.39990234375,1982560000,0.0034143143912961,8045.77197265625,7968.270947265625,7738.120966796875,7457.206756565589,7168.888502940751,8177.37280834977,7759.16908618148,116.411233091977,75.89513931556526,71.50705969785211,59705620000
2019-04-29,8147.64990234375,8176.080078125,8136.41015625,8161.85009765625,8161.85009765625,1781860000,0.0018965672564215,8063.540966796875,7989.8974609375,7752.81896484375,7471.160090052533,7178.768717813542,8183.863367250225,7795.931554624775,117.91306887957126,76.68630509999625,69.23297842479124,61487480000
2019-04-30,8104.91015625,8124.60986328125,8050.5498046875,8095.39013671875,8095.39013671875,2131850000,-0.0081427568679047,8075.47900390625,8003.221459960938,7765.278564453125,7483.521081075626,7187.889328946927,8186.965781307672,7819.477138614204,112.44433286766252,66.56534223031379,72.23778660650258,59355630000
2019-05-01,8132.93017578125,8146.0,8048.22998046875,8049.64013671875,8049.64013671875,2273540000,-0.0056513644465989,8080.42001953125,8013.268969726562,7776.535966796875,7494.731359405193,7196.46396385013,8182.866039279442,7843.671900173683,103.22872108776028,60.6329679194983,74.06151752969882,57082090000
2019-05-02,8046.47998046875,8094.06005859375,7976.77001953125,8036.77001953125,8036.77001953125,2211530000,-0.0015988437953632,8084.489013671875,8020.32998046875,7787.489970703125,7505.46479821957,7204.825218135515,8180.804525802136,7859.855435135365,93.80544073142391,59.03894325093671,77.14926906775604,54870560000
2019-05-03,8092.8798828125,8164.7099609375,8084.7998046875,8164.0,8164.0,2081080000,0.0158309843580879,8101.0830078125,8033.940991210938,7801.575771484375,7518.505099244925,7214.369245815758,8194.68472848997,7873.197253931905,95.50292105110202,67.99627055708737,80.77717423479132,56951640000
2019-05-06,7981.85009765625,8135.5400390625,7981.85009765625,8123.2900390625,8123.2900390625,1979650000,-0.0049865214279152,8111.885009765625,8043.17099609375,7813.490771484375,7530.481038647254,7223.413233808264,8202.074964553947,7884.267027633552,92.49698514642024,63.23155415489112,88.01808338543121,54971990000
2019-05-07,8043.52001953125,8070.97021484375,7899.02001953125,7963.759765625,7963.759765625,2397600000,-0.019638628273811,8096.17900390625,8043.664990234375,7821.676767578125,7539.06081541909,7230.779865965645,8201.457724489914,7885.872255978837,76.36174876287805,48.80036444877581,97.75036453870398,52574390000
2019-05-08,7946.240234375,8004.490234375,7923.35009765625,7943.31982421875,7943.31982421875,2214680000,-0.0025666195374799,8080.310009765625,8045.3669921875,7829.55716796875,7547.065944306212,7237.869815799009,8197.696227698563,7893.037756676436,61.21942580019913,47.31049906720382,96.56391969442154,50359710000
2019-05-09,7853.2099609375,7929.77978515625,7796.16015625,7910.58984375,7910.58984375,2549500000,-0.0041204409734275,8059.5009765625,8042.68447265625,7836.67876953125,7554.264437364504,7244.563547420413,8202.72350845107,7882.64543686143,46.04718656640307,44.94430989323085,100.17790171401644,47810210000
2019-05-10,7881.31005859375,7949.33984375,7759.33984375,7916.93994140625,7916.93994140625,2421470000,0.0008027337760745,8036.55498046875,8041.1634765625,7844.36697265625,7561.446130513846,7251.253859798381,8205.536594514879,7876.790358610122,34.14191077955184,45.51368530645662,106.59376587730098,50231680000
2019-05-13,7720.06982421875,7760.830078125,7627.22021484375,7647.02001953125,7647.02001953125,2484820000,-0.034093971139442,7985.07197265625,8024.306469726563,7845.40037109375,7563.140662969636,7255.191831537018,8264.812292680534,7783.800646772592,2.893260360741806,30.890073289888804,119.67419164052949,47746860000
2019-05-14,7689.66015625,7776.2001953125,7665.2998046875,7734.490234375,7734.490234375,2103140000,0.0114384707533579,7948.981982421875,8012.230493164063,7848.538779296875,7566.533723789544,7259.960969873715,8285.032247326759,7739.428739001368,-14.644591180541283,37.85806121873361,120.3531905077238,49850000000
